,CVR,Imps,conversions,banner_width,banner_height,rewarded,campaign_id,inventory_source,app_bundle,ad_position,geo_country,platform_browser,platform_os,platform_carrier,platform_device_make,video_player_size,content_language,ad_size,score,cell_maturity_pct,inv_maturity_pct,inv_cvr,geo_cvr,inv_combo_cvr,value
33,0.0,2,0,480.0,320.0,,5,MOPUB,uk.co.aifactory.backgammonfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,Coolpad,,,480x320,0.000829272612464,3.716090672612412e-05,1.0,0.0001,0.00018398334040961565,0.0001,5.010826705487626
34,0.0,3,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.ginrummyfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Shentel,Samsung,,,320x480,0.00393557688221,5.574136008918618e-05,1.0,0.0001,0.00018398334040961565,0.0001,10.0
35,0.0,2,0,320.0,480.0,,5,APP_LOVIN,bubble.shoot.fruit.splash.game2,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Sprint,Kyocera,M,,320x480,2.81826544324e-07,3.716090672612412e-05,1.0,0.0001,0.00018398334040961565,0.0001,0.4515314131757694
36,0.0,3,0,320.0,480.0,,5,MOPUB,com.classic.solitaire,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Cat,M,,320x480,0.000577491591685,5.574136008918618e-05,1.0,9.249781088514239e-05,0.00018398334040961565,9.249781088514239e-05,3.5922571726479173
37,0.0,18,0,,,,5,GOOGLE_ADX,com.freegame.solitaire.basic2,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,OnePlus,,en,-1x-1,7.14074246844e-07,0.00033444816053511704,1.0,7.687534662544684e-05,0.00018398334040961565,7.687534662544684e-05,0.3497367199767141
38,0.0,91,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.spadesfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,U.S. Cellular,LG,,,320x480,0.0010268749902,0.0016908212560386474,1.0,0.0001,0.00018398334040961565,0.0001,6.088285725168359
39,0.0,7,0,320.0,480.0,,5,APP_LOVIN,bubble.shoot.fruit.splash.game2,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Shentel,Samsung,M,,320x480,0.0002174104593,0.0001300631735414344,1.0,0.0001,0.00018398334040961565,0.0001,1.6455511090917412
40,0.0,5,0,320.0,480.0,,5,MOPUB,com.keyboard.flagard,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,ZTE,M,,320x480,3.93107347918e-06,9.29022668153103e-05,0.00947603121516165,0.0,0.00018398334040961565,0.0001822399085328244,0.8416140140019789
41,0.0,27,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.ginrummyfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Sony,,,320x480,0.000177178924787,0.0005016722408026755,1.0,0.0001,0.00018398334040961565,0.0001,1.4237888214669943
42,0.0,1,0,320.0,480.0,,5,APP_LOVIN,com.freegame.solitaire.basic2,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,TCL,,,320x480,0.000433485023677,1.858045336306206e-05,1.0,7.806325074891931e-05,0.00018398334040961565,7.806325074891931e-05,2.7354047345993573
43,0.0,276,0,320.0,480.0,,5,APP_LOVIN,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,C-Spire Wireless,Samsung,M,,320x480,7.98024047981e-05,0.005128205128205128,1.0,7.376681741577816e-05,0.00018398334040961565,7.376681741577816e-05,0.7669262323960934
44,0.0,2,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.ginrummyfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Longcheer,,,320x480,0.000177178924787,3.716090672612412e-05,1.0,0.0001,0.00018398334040961565,0.0001,1.4244325852276478
45,0.0,167,0,480.0,320.0,,5,MOPUB,uk.co.aifactory.backgammonfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Sprint,Motorola,,,480x320,7.40040559322e-05,0.003102935711631364,1.0,0.0001,0.00018398334040961565,0.0001,0.8543226906314964
46,0.0,205,0,320.0,480.0,,5,APP_LOVIN,com.fiogonia.spades,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,C-Spire Wireless,Samsung,M,,320x480,0.000654879724607,0.003808992939427722,1.0,0.0001,0.00018398334040961565,0.0001,4.037461827632773
47,0.0,1,0,,,,5,GOOGLE_ADX,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Samsung,,ko,-1x-1,7.23953053239e-05,1.858045336306206e-05,0.44674842066146414,8.318083513558476e-05,0.00018398334040961565,0.00013894998037972345,1.023429456534083
48,0.0,3,0,,,,5,GOOGLE_ADX,com.scopely.wheeloffortune,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,LG,,en,-1x-1,3.47832997249e-06,5.574136008918618e-05,0.2,0.0001,0.00018398334040961565,0.00016718667232769254,0.7714232748265721
49,0.0,5,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.euchrefree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Samsung,M,,320x480,0.000648247776553,9.29022668153103e-05,0.2,0.0001,0.00018398334040961565,0.00016718667232769254,4.317324017972415
50,0.0,1,0,320.0,480.0,1.0,5,APP_LOVIN,com.playrific.cannonsnballs,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Shenzhen JEKO Communication,M,,320x480,0.000342573795933,1.858045336306206e-05,1.0,0.0001,0.00018398334040961565,0.0001,2.3341147615226245
51,0.0,1791,0,320.0,480.0,1.0,5,APP_LOVIN,com.playrific.cannonsnballs,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Samsung,M,,320x480,0.000274406484095,0.03327759197324415,1.0,0.0001,0.00018398334040961565,0.0001,1.8969389314732485
52,0.0,1,0,,,,5,GOOGLE_ADX,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,Alcatel,,es,-1x-1,1.27052445009e-07,1.858045336306206e-05,0.44674842066146414,8.318083513558476e-05,0.00018398334040961565,0.00013894998037972345,0.6259607795846936
53,0.0,68,0,480.0,320.0,,5,MOPUB,com.gsn.android.tripeaks,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,U.S. Cellular,LG,M,,480x320,1.91287363123e-05,0.00126347082868822,1.0,3.2590983161325374e-05,0.00018398334040961565,3.2590983161325374e-05,0.25154074215949984
54,0.0,25,0,320.0,480.0,,5,APP_LOVIN,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,Google,M,,320x480,1.17776085062e-06,0.00046451133407655144,1.0,7.376681741577816e-05,0.00018398334040961565,7.376681741577816e-05,0.33825430001925005
55,0.0,2,0,,,,5,GOOGLE_ADX,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Huawei,,en,-1x-1,0.00015656069445,3.716090672612412e-05,0.44674842066146414,8.318083513558476e-05,0.00018398334040961565,0.00013894998037972345,1.486303823960636
56,0.0,16,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.chessfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Sprint,Sony,,,320x480,0.00161261949688,0.00029728725380899295,1.0,0.0001,0.00018398334040961565,0.0001,9.316861533104765
57,0.0,14,0,320.0,480.0,,5,APP_LOVIN,com.fiogonia.spades,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Viaero,Motorola,M,,320x480,0.00110999157187,0.0002601263470828688,1.0,0.0001,0.00018398334040961565,0.0001,6.553379891847042
58,0.0,1,0,,,,5,GOOGLE_ADX,com.cardgame.solitaire.full,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,LG,,es,-1x-1,4.86322860525e-05,1.858045336306206e-05,0.22125603864734303,0.0,0.00018398334040961565,0.0001432759153334785,0.9122013635824741
59,0.0,10,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.euchrefree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,T-Mobile,M,,320x480,3.64236548194e-05,0.0001858045336306206,0.2,0.0001,0.00018398334040961565,0.00016718667232769254,0.9524809683719268
60,0.0,5,0,,,,5,GOOGLE_ADX,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Motorola,,es,-1x-1,4.49027447758e-06,9.29022668153103e-05,0.44674842066146414,8.318083513558476e-05,0.00018398334040961565,0.00013894998037972345,0.6499047917113016
61,0.0,11,0,320.0,480.0,,5,APP_LOVIN,com.itchmedia.ta3,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Cat,M,,320x480,9.73575151875e-05,0.00020438498699368264,0.8839093273875882,4.204153703859413e-05,0.00018398334040961565,5.851965646375473e-05,0.7986454928496435
62,0.0,4,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.spadesfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Asus,,,320x480,3.57220887963e-05,7.432181345224824e-05,1.0,0.0001,0.00018398334040961565,0.0001,0.6464210528208256
63,5.189413596263623e-05,38540,2,480.0,320.0,,5,MOPUB,com.gsn.android.tripeaks,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Samsung,M,,480x320,3.51078488166e-05,0.7160906726124118,1.0,3.2590983161325374e-05,0.00018398334040961565,3.2590983161325374e-05,0.46896914934776934
64,0.0,10,0,,,,5,GOOGLE_ADX,com.freegame.solitaire.basic2,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,HTC,,es,-1x-1,3.249733345e-05,0.0001858045336306206,1.0,7.687534662544684e-05,0.00018398334040961565,7.687534662544684e-05,0.524572784090444
65,0.0,918,0,320.0,480.0,,5,MOPUB,com.classic.solitaire,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Blu,M,,320x480,5.3300831496e-05,0.01705685618729097,1.0,9.249781088514239e-05,0.00018398334040961565,9.249781088514239e-05,0.6969603898341538
66,0.0,1,0,,,,5,GOOGLE_ADX,com.fingerstudios.solitaire.classic,ABOVE_THE_FOLD,USA,Android Browser,Android,,Kyocera,,es,-1x-1,1.86422326465e-08,1.858045336306206e-05,0.9887402452619845,3.758409441124517e-05,0.00018398334040961565,3.923251401501724e-05,0.17664519882574278
67,0.0,1,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.heartsfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,RCA,M,,320x480,0.000899297650903,1.858045336306206e-05,0.4,0.0001,0.00018398334040961565,0.00015039000424576937,5.622794580709851
68,0.0020964360587002093,477,1,320.0,480.0,,5,MOPUB,uk.co.aifactory.heartsfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Google,,,320x480,1.8905626348e-05,0.2,1.0,0.0001,0.00018398334040961565,0.0001,4.627947435966418
69,0.0,5,0,,,,5,GOOGLE_ADX,com.karmangames.hearts,ABOVE_THE_FOLD,USA,Android Browser,Android,,ZTE,,en,-1x-1,1.56401966933e-07,9.29022668153103e-05,0.4,0.0001,0.00018398334040961565,0.00015039000424576937,0.6775452994121034
70,0.0005753739930955121,1738,1,320.0,480.0,,5,MOPUB,uk.co.aifactory.euchrefree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,Samsung,,,320x480,0.00118877063505,0.2,1.0,0.0001,0.00018398334040961565,0.0001,6.850215843916024
71,0.0,1,0,320.0,480.0,,5,MOPUB,com.guardian.security.pri,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Alcatel,M,,320x480,3.03166098092e-06,1.858045336306206e-05,0.2,0.0001,0.00018398334040961565,0.00016718667232769254,0.7689983472006585
72,0.0,1,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.spadesfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,NUU Mobile,M,,320x480,0.00103955576196,1.858045336306206e-05,0.4495726495726496,0.0001,0.00018398334040961565,0.000146226727541703,6.3754668028364385
73,0.0,7,0,,,,5,GOOGLE_ADX,com.cardgame.solitaire.full,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,TCL,,en,-1x-1,2.68620642601e-05,0.0001300631735414344,0.22125603864734303,0.0,0.00018398334040961565,0.0001432759153334785,0.7923723290033738
74,0.0,6,0,320.0,480.0,,5,APP_LOVIN,bubble.shoot.fruit.splash.game2,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,Google,M,,320x480,1.25707156258e-05,0.00011148272017837236,1.0,0.0001,0.00018398334040961565,0.0001,0.5190761874939481
75,0.0,3,0,,,,5,GOOGLE_ADX,com.karmangames.hearts,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Xiaomi,,ru,-1x-1,0.000251062127063,5.574136008918618e-05,0.4,0.0001,0.00018398334040961565,0.00015039000424576937,2.057484830513413
76,0.0,5,0,320.0,480.0,,5,APP_LOVIN,com.fingerstudios.solitaire.classic,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Xgody,M,,320x480,0.000195494561922,9.29022668153103e-05,0.05986622073578595,0.0,0.00018398334040961565,0.00017296895314094634,1.853409224226318
77,0.0,26,0,320.0,480.0,,5,MOPUB,com.gazeus.euchre,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,Kyocera,M,,320x480,7.89536827028e-08,0.0004830917874396135,0.2287625418060201,0.0,0.00018398334040961565,0.00014189484380754973,0.6386181105108434
78,0.0,2,0,,,,5,GOOGLE_ADX,com.scopely.yux,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,T-Mobile,Sony,,en,-1x-1,3.29403192154e-05,3.716090672612412e-05,1.0,4.685282857219352e-05,0.00018398334040961565,4.685282857219352e-05,0.3919946583309593
79,0.0,35,0,320.0,480.0,,5,APP_LOVIN,game.bubble.shooter.dragon.pop,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,Q-innovations,M,,320x480,7.35116327633e-06,0.000650315867707172,1.0,7.376681741577816e-05,0.00018398334040961565,7.376681741577816e-05,0.3721183148408145
80,0.0,2,0,,,,5,GOOGLE_ADX,com.karmangames.hearts,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Samsung,,uk,-1x-1,0.000326586596202,3.716090672612412e-05,0.4,0.0001,0.00018398334040961565,0.00015039000424576937,2.4728926738021633
81,0.0,195,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.chessfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,HTC,M,,320x480,0.000546581053641,0.0036231884057971015,1.0,0.0001,0.00018398334040961565,0.0001,3.4444823701406997
82,0.0,43,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.chessfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Oppo,,,320x480,0.00202219397761,0.0007989594946116685,1.0,0.0001,0.00018398334040961565,0.0001,10.0
83,0.0,2,0,,,,5,GOOGLE_ADX,com.cardgame.pyramid.fishdom,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,AT&T,Q-innovations,,en,-1x-1,7.29451221559e-06,3.716090672612412e-05,0.18127090301003346,0.0,0.00018398334040961565,0.00015063251415476224,0.7179367873246927
84,0.0,6,0,320.0,480.0,,5,MOPUB,com.fiogonia.spades,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,GCI Wireless,Samsung,M,,320x480,0.000353896350134,0.00011148272017837236,1.0,0.0001,0.00018398334040961565,0.0001,2.3961769177380403
85,0.0,9,0,320.0,480.0,,5,MOPUB,uk.co.aifactory.euchrefree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Essential,,,320x480,0.0016022635391,0.00016722408026755852,1.0,0.0001,0.00018398334040961565,0.0001,9.261026167776505
86,0.0,6,0,,,,5,GOOGLE_ADX,com.karmangames.pinochle,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Coolpad,,en,-1x-1,0.000854525016621,0.00011148272017837236,1.0,0.0001,0.00018398334040961565,0.0001,5.1493555261888435
87,0.0,52,0,480.0,320.0,,5,APP_LOVIN,uk.co.aifactory.backgammonfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,LG,M,,480x320,5.72154078782e-07,0.000966183574879227,0.4,0.0001,0.00018398334040961565,0.00015039000424576937,0.6791725807502558
88,0.0,323,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.heartsfree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,,Motorola,M,,320x480,0.00108358392026,0.006001486436269045,0.4,0.0001,0.00018398334040961565,0.00015039000424576937,6.599438191682807
89,0.0,27,0,480.0,320.0,,5,MOPUB,com.glu.deerhunt16,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,U.S. Cellular,Motorola,M,,480x320,0.00178399786819,0.0005016722408026755,1.0,0.0001,0.00018398334040961565,0.0001,10.0
90,0.0,11,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.solitairefree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,HTC,M,,320x480,6.80965395183e-10,0.00020438498699368264,0.4536603493125233,8.1913499344692e-05,0.00018398334040961565,0.00013767830065782865,0.6194154006855606
91,0.0,41,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.euchrefree,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Verizon,LG,M,,320x480,5.2979225984e-07,0.0007617985878855444,0.2,0.0001,0.00018398334040961565,0.00016718667232769254,0.7546150520742968
92,0.0,3,0,320.0,480.0,,5,APP_LOVIN,uk.co.aifactory.chessfree,ABOVE_THE_FOLD,USA,Android Browser,Android,T-Mobile,HTC,M,,320x480,1.15582770377e-05,5.574136008918618e-05,1.0,0.0001,0.00018398334040961565,0.0001,0.5135394316568935
93,0.0,14,0,320.0,480.0,,5,MOPUB,com.fiogonia.spades,ABOVE_THE_FOLD,USA,Chrome Mobile,Android,Sprint,Cat,M,,320x480,0.000108029911644,0.0002601263470828688,1.0,0.0001,0.00018398334040961565,0.0001,1.0438939437370005
